what,kind,bundleId,bundleVersion,description,time
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1414784276096
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1414784276096
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1414784276096
java.vm.specification.version,sysinfo,,,"1.0",1414784276096
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1414784276096
java.vm.version,sysinfo,,,"14.0-b16",1414784276096
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1414784829978
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1414784855959
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1414784856055
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1414784856058
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1414784856110
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1414784857300
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1414784857311
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1414784857363
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1414784874380
started,bundle,com.altera.sbtgui.core,10.1.0.153,"com.altera.sbtgui.core",1414784874399
error,log,,,"SOPC design not set.",1414784876200
error,log,,,"CPU module not set.",1414784876205
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414784876211
error,log,,,"CPU architecture type not set. ",1414784876216
error,log,,,"CPU master group not set.",1414784876222
error,log,,,"SOPC design not set.",1414784876229
error,log,,,"CPU module not set.",1414784876235
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414784876240
error,log,,,"CPU architecture type not set. ",1414784876246
