what,kind,bundleId,bundleVersion,description,time
error,log,,,"Connected system ID hash not found on target at expected base address.",1414682585621
error,log,,,"Connected system timestamp not found on target at expected base address.",1414682585621
error,log,,,"Connected system ID hash not found on target at expected base address.",1414682585637
error,log,,,"Connected system timestamp not found on target at expected base address.",1414682585637
error,log,,,"Launch terminated because launch connectivity invalid. Check launch configuration settings.",1414682585637
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1414682585653
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1414682590338
error,log,,,"SOPC design not set.",1414682592694
error,log,,,"CPU module not set.",1414682592694
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414682592694
error,log,,,"CPU architecture type not set. ",1414682592709
error,log,,,"CPU master group not set.",1414682592709
error,log,,,"Connected system ID hash not found on target at expected base address.",1414682592709
error,log,,,"Connected system timestamp not found on target at expected base address.",1414682592725
error,log,,,"SOPC design not set.",1414682592725
error,log,,,"CPU module not set.",1414682592741
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414682592741
error,log,,,"CPU architecture type not set. ",1414682592741
error,log,,,"CPU master group not set.",1414682592756
error,log,,,"Expected base address of system ID component is undefined.",1414682592756
error,log,,,"SOPC design not set.",1414682592756
error,log,,,"CPU module not set.",1414682592772
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414682592772
error,log,,,"CPU architecture type not set. ",1414682592772
error,log,,,"CPU master group not set.",1414682592787
