what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1416069393450
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1416069393559
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1416069396634
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1416069402284
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1416069460815
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1416069471361
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416069472157
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416069472999
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416069473015
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416069477976
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416069482063
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416069482796
error,log,,,"SOPC design not set.",1416069482859
error,log,,,"CPU module not set.",1416069482859
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1416069482859
error,log,,,"CPU architecture type not set. ",1416069482859
error,log,,,"CPU master group not set.",1416069482859
error,log,,,"SOPC design not set.",1416069482968
error,log,,,"CPU module not set.",1416069482968
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1416069482968
error,log,,,"CPU architecture type not set. ",1416069482968
error,log,,,"CPU master group not set.",1416069482968
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1416069483077
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1416069486090
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1416069486433
