what,kind,bundleId,bundleVersion,description,time
error,log,,,"SOPC design not set.",1414681099705
error,log,,,"CPU module not set.",1414681099705
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414681099721
error,log,,,"CPU architecture type not set. ",1414681099721
error,log,,,"CPU master group not set.",1414681099736
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1414681103295
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1414681109803
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1414681121415
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1414681181700
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1414681206426
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1414681219171
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.TaskList",1414681220060
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.TaskList",1414681220092
activated,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1414681220419
activated,view,com.altera.sbtgui.launch,10.1.1.153,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1414681221168
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1414681241298
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1414681242374
error,log,,,"SOPC design not set.",1414681242421
error,log,,,"CPU module not set.",1414681242436
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414681242436
error,log,,,"CPU architecture type not set. ",1414681242436
error,log,,,"CPU master group not set.",1414681242452
error,log,,,"SOPC design not set.",1414681242546
error,log,,,"CPU module not set.",1414681242546
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414681242561
