what,kind,bundleId,bundleVersion,description,time
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414763834514
error,log,,,"CPU architecture type not set. ",1414763834514
error,log,,,"CPU master group not set.",1414763834514
error,log,,,"Connected system ID hash not found on target at expected base address.",1414763834530
error,log,,,"Connected system timestamp not found on target at expected base address.",1414763834530
error,log,,,"SOPC design not set.",1414763834530
error,log,,,"CPU module not set.",1414763834545
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414763834545
error,log,,,"CPU architecture type not set. ",1414763834561
error,log,,,"CPU master group not set.",1414763834561
error,log,,,"Connected system ID hash not found on target at expected base address.",1414763834561
error,log,,,"Connected system timestamp not found on target at expected base address.",1414763834576
error,log,,,"SOPC design not set.",1414763834904
error,log,,,"CPU module not set.",1414763834904
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414763834920
error,log,,,"CPU architecture type not set. ",1414763834920
error,log,,,"CPU master group not set.",1414763834920
error,log,,,"SOPC design not set.",1414763834966
error,log,,,"CPU module not set.",1414763834966
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414763834982
error,log,,,"CPU architecture type not set. ",1414763834982
error,log,,,"CPU master group not set.",1414763834998
error,log,,,"SOPC design not set.",1414763835013
error,log,,,"CPU module not set.",1414763835013
error,log,,,"SOPC design not set.",1414763835013
