what,kind,bundleId,bundleVersion,description,time
error,log,,,"CPU master group not set.",1414682996174
error,log,,,"SOPC design not set.",1414682996205
error,log,,,"CPU module not set.",1414682996205
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414682996205
error,log,,,"CPU architecture type not set. ",1414682996221
error,log,,,"CPU master group not set.",1414682996221
error,log,,,"SOPC design not set.",1414682996236
error,log,,,"CPU module not set.",1414682996236
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414682996252
error,log,,,"CPU architecture type not set. ",1414682996252
error,log,,,"CPU master group not set.",1414682996252
error,log,,,"SOPC design not set.",1414682996268
error,log,,,"CPU module not set.",1414682996268
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414682996283
error,log,,,"CPU architecture type not set. ",1414682996283
error,log,,,"CPU master group not set.",1414682996299
error,log,,,"SOPC design not set.",1414682996299
error,log,,,"CPU module not set.",1414682996314
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414682996314
error,log,,,"CPU architecture type not set. ",1414682996314
error,log,,,"CPU master group not set.",1414682996330
error,log,,,"SOPC design not set.",1414682997921
error,log,,,"CPU module not set.",1414682997921
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1414682997937
error,log,,,"CPU architecture type not set. ",1414682997937
