what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1416072518785
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.selectAll",1416072520130
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1416072523540
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.refresh",1416072529123
started,bundle,org.eclipse.debug.ui,3.5.1.v20090811_r351,"org.eclipse.debug.ui",1416072534448
started,bundle,org.eclipse.cdt.debug.core,6.0.0.200909110608,"org.eclipse.cdt.debug.core",1416072534477
started,bundle,org.eclipse.cdt.debug.ui,6.0.0.200909110608,"org.eclipse.cdt.debug.ui",1416072534480
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416072534519
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416072535567
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1416072535576
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1416072535626
error,log,,,"SOPC design not set.",1416072555091
error,log,,,"CPU module not set.",1416072555092
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1416072555094
error,log,,,"CPU architecture type not set. ",1416072555094
error,log,,,"CPU master group not set.",1416072555094
error,log,,,"SOPC design not set.",1416072555096
error,log,,,"CPU module not set.",1416072555097
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1416072555097
error,log,,,"CPU architecture type not set. ",1416072555097
error,log,,,"CPU master group not set.",1416072555098
error,log,,,"SOPC design not set.",1416072555135
error,log,,,"CPU module not set.",1416072555135
error,log,,,"The SOPC design does not contain a CPU of a supported architecture.",1416072555135
error,log,,,"CPU architecture type not set. ",1416072555135
